"circunscripcion","organismo","fecha","actos_procesales","presentaciones_abogados","causas_iniciadas"
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-21,55,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-22,45,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-23,72,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-24,89,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-25,58,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-26,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-01,7,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-02,25,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-03,81,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-04,68,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-05,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-07,37,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-08,40,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-09,38,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-10,33,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-11,57,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-12,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-14,49,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-15,53,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-16,45,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-17,55,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-18,77,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-21,61,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-22,71,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-23,31,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-24,4,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-25,55,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-26,7,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-28,53,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-29,52,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-30,32,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-03-31,71,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-01,68,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-02,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-03,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-04,68,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-05,51,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-06,50,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-07,57,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-08,62,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-09,4,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-10,4,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-11,51,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-12,66,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-13,54,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-14,6,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-15,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-16,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-17,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-18,45,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-19,41,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-20,52,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-21,36,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-22,47,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-23,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-24,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-25,42,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-26,47,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-27,43,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-28,45,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-29,50,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-04-30,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-01,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-02,40,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-03,51,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-04,33,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-05,52,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-06,60,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-07,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-08,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-09,52,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-10,59,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-11,42,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-12,31,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-13,42,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-14,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-16,50,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-17,38,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-18,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-19,60,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-20,63,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-21,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-22,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-23,57,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-24,38,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-25,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-26,61,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-27,53,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-28,5,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-29,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-30,53,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-05-31,65,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-01,47,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-02,62,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-03,42,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-05,9,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-06,27,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-07,37,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-08,59,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-09,33,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-10,36,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-11,7,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-13,41,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-14,65,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-15,31,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-16,8,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-17,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-18,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-20,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-21,53,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-22,38,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-23,54,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-24,84,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-26,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-27,56,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-28,48,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-29,55,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-06-30,41,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-01,42,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-04,42,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-05,49,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-06,43,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-07,34,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-08,44,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-09,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-10,4,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-12,7,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-13,NA,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-14,2,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-15,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-16,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-18,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-19,4,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-21,2,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-22,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-23,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-24,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-25,36,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-07-26,39,NA,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-01-21,4,NA,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-01,18,16,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-02,19,16,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-03,NA,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-04,13,12,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-05,6,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-07,NA,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-08,34,5,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-09,25,12,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-10,19,10,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-11,16,12,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-12,20,12,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-17,17,9,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-18,8,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-19,13,10,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-21,NA,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-22,47,13,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-23,12,10,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-24,31,12,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-25,27,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-26,17,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-02-28,NA,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-01,22,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-02,25,16,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-03,25,19,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-04,51,17,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-05,28,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-06,NA,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-08,18,14,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-09,41,18,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-10,28,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-11,17,15,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-12,37,14,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-13,2,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-15,24,9,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-16,27,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-17,39,15,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-18,25,9,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-19,33,7,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-21,NA,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-22,7,5,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-23,26,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-25,24,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-26,22,8,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-28,NA,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-29,23,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-30,26,15,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-03-31,16,13,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-01,NA,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-02,NA,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-04,NA,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-05,38,14,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-06,32,15,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-07,37,21,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-08,27,14,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-09,27,7,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-10,NA,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-12,35,10,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-13,26,10,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-14,21,12,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-15,19,16,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-16,24,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-19,31,13,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-20,28,19,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-21,13,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-22,13,9,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-23,31,23,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-25,NA,5,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-26,21,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-27,21,11,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-28,31,7,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-29,4,48,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-04-30,34,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-03,13,10,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-04,31,16,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-05,29,10,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-06,7,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-07,31,8,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-08,1,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-09,NA,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-10,23,18,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-11,19,9,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-12,15,13,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-13,15,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-14,36,14,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-17,15,10,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-18,17,12,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-19,26,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-20,14,27,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-21,35,11,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-24,NA,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-25,NA,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-26,26,7,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-27,8,5,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-28,17,12,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-30,NA,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-05-31,35,6,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-01,21,7,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-02,17,15,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-03,10,7,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-04,9,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-05,NA,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-07,23,NA,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-08,25,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-09,21,7,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-10,12,12,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-11,12,7,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-12,NA,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-14,30,3,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-15,27,22,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-16,21,31,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-17,19,9,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-18,27,3,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-21,NA,1,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-22,25,3,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-23,10,NA,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-24,21,11,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-25,24,2,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-27,NA,4,NA
"Uruguay","Cámara Contencioso Administrativo-Uruguay",2021-06-28,31,12,NA
